qid	docid	GPT-4o	Mistral-Small-Instruct-2409-Q6	Qwen2.5-14B-Instruct-Q8	Meta-Llama-3.1-8B-Instruct-Q8	Gemma-2-9B-it-Q8	Human	LLM_Majority	type
91	3359jsldzABC6IyHD5oxWa_2760	2	2	2	3	2	1	2	topical
87	3lNTXDznqMW0jg3yulGIlr_120	1	2	1	0	2	0	1	topical
101	21g9KPYzCCsfnwJabB8o2D_1200	0	0	0	0	0	0	0	known-item
84	5yF3Z5Wpdlp3IpDena3R2N_1380	0	0	1	0	1	0	0	topical
74	192HdTkIxuCmVKUgGCii1p_360	0	0	1	0	1	0	0	topical
76	3jAWEB1PP5NyhDko30aJ8C_480	3	2	2	3	2	3	2	topical
74	787bxT0XeajHhiOKVnGq2G_1560	1	1	2	1	1	0	1	topical
90	7Gd0FKR02tSyVeqDmhY2v5_1200	2	2	2	3	2	0	2	topical
75	4FlQxGnyex90Epcwt2x4lg_1140	1	2	2	2	2	0	2	topical
91	73AVkq4v6aWFReF0xs4ERR_360	0	0	0	0	0	0	0	topical
71	1SM3EZ6on6IBIxFe6jjJUo_2160	0	1	1	0	1	0	1	topical
89	57VTUAMeyUIhn3BYUoPHrK_120	2	1	1	2	2	3	2	topical
85	6G8YBQ44fn1qhM1NuydS52_600	1	3	2	3	2	1	3	topical
70	2EWYvq9e1f81LLMJyi335e_1860	3	2	2	3	2	2	2	topical
81	7rVCbGh0SuLwryT5t64qdq_900	2	1	1	0	1	0	1	topical
79	6uUvil2myRFiIS4eHcl6P8_360	1	1	2	1	1	0	1	topical
76	45kUc7vXzYNzVCeUydpvsv_780	0	0	0	0	0	0	0	topical
70	4rEiTWaPfSz2zrbefXydA7_1980	0	0	0	0	0	0	0	topical
86	2jfS8wNX3JFH5TYZfI3Z2d_900	0	0	0	0	1	0	0	topical
90	4BxXpvUERSN4QI3SURTwxY_1020	0	0	1	0	1	0	0	topical
77	6B61bV34gblSjYrfIPq0gc_2280	0	0	0	0	0	0	0	topical
91	38BLEt4bobXypwgHESf61O_1080	1	1	2	2	2	0	2	topical
72	117MUckc5ybj7LyoBibkCG_180	1	1	1	0	1	0	1	topical
65	0BsLzoeNNaOwGXEjF1Z8ua_1560	0	0	2	2	0	0	0	topical
97	3hciXbPuy0pp3n4a3poS1c_1140	3	3	3	3	3	2	3	topical
93	6P3bmCniyDGL8T01gtJRff_3660	3	3	2	0	2	1	3	topical
93	6EbWoIMC8avzZarSO1sskk_2940	2	1	2	0	2	0	2	topical
85	1ovIsDRx8V6J9ihW64shxO_1560	2	2	2	2	3	0	2	topical
64	6BWAZZxRguVH4Q1jHtZ6T2_960	0	0	0	0	0	0	0	topical
100	4szONjx6bFbbOnimSGN7FR_60	0	0	2	3	1	0	0	known-item
78	6sbJz2sDIKCa14efQmVb4L_2400	2	2	2	2	2	0	2	topical
90	15D7jZxaVphKpwg8yrk7wa_1740	0	0	2	2	1	0	0	topical
102	0CPAAV3NX3SLWnQXzW5dmC_3960	2	0	2	2	1	1	2	known-item
89	4u0s4cKULY4iMZIRkE730C_1200	3	3	3	3	2	0	3	topical
65	0G8ZAFuWF1PgdTC3iEbXG1_3480	2	0	1	3	1	0	1	topical
84	77ItIrBr63zk7VjmqePse0_1800	1	1	1	2	1	0	1	topical
84	10wAwW8pzlWLBcYzctTmAX_240	1	2	2	3	1	0	2	topical
97	0YwW1Bn66CK2LCl9qY6I6b_480	3	3	3	3	3	2	3	topical
104	3N3REC1HB2TGm0F0M52GJK_1920	0	0	1	0	0	0	0	known-item
107	1vLrw3cVjvzxvCUZUdbHxN_600	1	0	0	0	0	0	0	known-item
98	0obf5C2sYVaC9XRqsyhUPr_2520	2	2	2	0	1	0	2	topical
81	2KCog4wdv3LqiJgJKfqfB2_0	2	0	1	3	1	0	1	topical
85	6DferA5jfQKetaKw8COl0o_180	1	2	1	2	2	1	2	topical
88	41x8Qb3OufyQLo6SuEZoQk_300	3	3	3	3	2	1	3	topical
86	2t5EmeCpmgBk9Zz7SLBaXI_3360	0	0	0	0	0	0	0	topical
77	0CItYzD7XEYSiVATDQINbs_1320	0	0	0	0	0	0	0	topical
71	5KWL1KFEVcTTujYC1cj0Nj_480	1	1	2	0	2	1	1	topical
92	0WD9u1IBnjWTZ4NMpQpAr9_2580	0	0	0	0	0	0	0	topical
71	3eTXY1vwpHNAJBcXJlZ6kF_1560	0	0	0	0	1	0	0	topical
78	6LwvpmGUPZBwLcLMjsdGtu_3000	3	3	3	2	2	0	3	topical
98	3LzS86fl8avEQSTNN1i8l8_2040	0	1	1	0	1	0	1	topical
90	3tZe8TX1eG1LAoyPcL9rFx_720	0	0	1	0	1	0	0	topical
79	7gGzi67jjbz2CBRzrZKGIq_1860	2	2	3	3	2	0	2	topical
59	4atG9RH109xsT1oNAsX8aO_0	0	0	0	0	1	0	0	topical
104	4jgMOi54HJl8AIYzZBRuQZ_0	1	2	2	0	2	0	2	known-item
59	0FqXUb9c2IAyAt8fMPRQcB_3180	0	0	0	0	0	0	0	topical
99	5njqA4zEiML5xAD3WBpf8W_0	0	0	0	0	0	0	0	known-item
97	06aoz4fE0R3Efw18qfjDXo_1080	3	2	2	3	2	3	2	topical
71	67pwzRoqxSei7O4OUJP50D_960	3	3	2	3	3	0	3	topical
62	4pvIAsFTk0CvV6ueC8oDzV_2940	3	3	3	3	3	3	3	topical
89	68ttK4XagMi495TRFSuS67_300	0	0	0	0	0	0	0	topical
64	66C403grfUJLPemFQ0aACM_1260	0	0	1	0	1	0	0	topical
78	5elLlOGaqEK18fR3OXAcZ6_360	0	0	0	0	1	0	0	topical
62	54lAwhrO7RSN3Cjg17kGHx_120	0	0	1	0	2	0	0	topical
90	4rv3nEttfMpQTbAdiMF0jg_3120	0	2	1	2	1	1	2	topical
67	1InQhCFpyacdoB1gs46a3D_1920	3	1	2	3	2	0	3	topical
80	2BawFsoKwLK0DODN35gTMx_1020	1	0	0	0	0	0	0	topical
70	7gyIMMdzzrEFdR4tznkhNg_1500	1	1	1	2	1	0	1	topical
96	2QOPW5x6YEYNshVCjm8Pe4_360	0	0	0	0	0	0	0	topical
93	3wRfr5whbyYqMUVvr8q1KI_300	0	0	1	0	0	0	0	topical
76	4VKb5WR1WZL9Ry61mEZk42_180	1	0	1	0	1	0	1	topical
100	7ErnTY01iOHFXcZhAX41pz_1860	0	0	2	0	0	0	0	known-item
86	0vCzPIqY1xnvCYILfBzTNf_1500	2	3	2	2	2	0	2	topical
104	0RzNRrWjn3GhISLx2jnNJn_660	0	0	0	0	0	0	0	known-item
67	4RM2R5QY3ppLMc1AxP88on_1920	0	1	1	2	0	0	1	topical
107	5GfQaE96VTV3K1e9PgeuG6_0	0	0	0	0	0	0	0	known-item
80	6KEspO77RrmftTEJBPAvae_1560	1	0	1	0	1	0	1	topical
62	3NNjE1dfdxRkr7upWw0sAy_60	2	2	2	2	2	0	2	topical
79	5BbrteVCzHoduODAAWh8DG_60	1	1	2	0	1	0	1	topical
95	0pbiH84HakzQMKkkNLNfif_180	0	0	0	0	0	0	0	topical
83	3hzpLNJXQ5WIhKUAHetiPv_60	1	0	0	0	1	0	0	topical
98	70bJ03KHczSvnbdFJtrBXM_2280	2	2	2	2	2	2	2	topical
96	7N0HBK9ToqTSmacgq3mbsF_420	2	2	2	3	2	1	2	topical
77	7FCrrTbJqR558QV0QKTX5i_3720	2	2	2	2	2	0	2	topical
90	1HTLAaXpwqzmnSw2Q0oviT_120	3	3	3	3	3	3	3	topical
99	4LXEhHT8nkBreh34xmgXrS_1260	0	0	0	0	0	0	0	known-item
92	7ConAhZLyz0EotRSpyRHFR_2160	0	0	1	2	1	0	0	topical
102	71BZ6yBnLB7baqf2HFmf4t_720	2	1	2	2	2	1	2	known-item
82	7LjDvgpI679LAe4h48ReEf_120	3	3	3	3	3	0	3	topical
63	4C7r1VlJSbsArtOIcf6xBj_2940	0	0	0	0	0	0	0	topical
83	4bskrK7wyeH6Ur1Gdjqewi_0	1	1	1	0	1	0	1	topical
70	2pQBefxqScSySQ3AmkYars_2460	0	0	0	1	1	0	0	topical
81	2RRD6pBFvP7fskHoXUI4HI_2280	1	1	1	0	1	0	1	topical
79	5BbrteVCzHoduODAAWh8DG_2880	0	1	0	0	1	0	0	topical
63	7r8V7oLaJEaqDZqDWorAzS_180	3	3	3	3	3	0	3	topical
92	6stBdl3MCsRP7TgaFE6yat_1560	1	1	2	2	1	0	1	topical
108	2Vj4KLIu1hH3kzQEcDvvpH_420	0	0	0	0	0	0	0	known-item
94	1gVbJLs4XyrcVTNgtS48yG_2940	0	3	1	2	3	0	3	topical
87	1HkwlAqk52jBftvUlLfREx_240	1	0	1	0	1	1	1	topical
72	6RPCV9Y4j4AdD6LXRknrym_720	1	1	2	1	2	0	1	topical
68	79tdrAe734KTMUz3FUVg3s_2040	2	1	2	3	2	0	2	topical
93	5MydI81lrHj6kKZzrr1PAc_540	1	1	2	0	0	0	1	topical
66	3VUJdBBaiY9tGVRMYKpzeM_960	0	0	0	0	0	0	0	topical
101	2LeMfAvZW9PIE5rGFZLZrq_360	0	0	0	0	0	0	0	known-item
69	0pq265FHAKUhnIDJcpy8g7_2580	0	1	2	0	0	0	0	topical
85	1NM4C100T6ru9jW1Mii0Qh_60	0	0	0	0	1	0	0	topical
80	75HBynuT1Mfga5GNADIgag_600	2	2	2	3	2	0	2	topical
85	0rkeV1o2GME1qPczV1jEYW_180	3	3	2	3	3	0	3	topical
69	5eUimgKIjnroT9AZIRQr7p_1500	1	1	0	3	0	0	1	topical
89	6GlgSTYRUBWmDOnDvlKe8k_120	3	2	2	3	3	0	3	topical
87	0eZaMP55I42Q5ayTvGP7BX_1200	1	1	2	3	1	0	1	topical
89	5smU8if46mg87Sa0jQGzIE_120	1	2	2	3	3	0	2	topical
104	21r7vXGmbq6CHkT2OElgpM_1740	0	0	1	0	0	0	0	known-item
99	7KsFsdihumBQDcCF01lXE7_120	0	0	0	0	0	0	0	known-item
95	7xcuy64P7wQdZ155dS322B_360	0	0	1	0	1	0	0	topical
89	60bwvkLkCNNtzfGiFZl6Nn_1920	0	0	0	0	0	0	0	topical
101	3tdIgKxo845CJZgmJ3LV3p_120	0	0	0	0	0	0	0	known-item
88	3Ig9bswfDrGdtKMI1qC5Fv_120	3	3	2	2	2	0	2	topical
106	3h6x49T6XBrbONbuqmub8G_2820	0	0	0	0	0	0	0	known-item
74	0xvHFVutVZLSo5jDutYgzO_1860	2	2	2	0	2	0	2	topical
81	6davRArhEHmAyaQ9l5Tl9Y_660	1	1	1	0	1	0	1	topical
103	0HmOccEVmRxKbzaLwnZuzm_1140	3	2	2	0	2	2	2	known-item
66	3nerAczBWGxUq2pHomtepy_120	0	0	0	0	0	0	0	topical
99	5dlbK8SIXXV8iRpyk2ylQe_420	0	0	0	0	0	2	0	known-item
77	7cJoriHxtF8Qc4JgWmJSOw_2400	1	2	2	2	1	1	2	topical
74	0nUW8cdhmWJxo4S4GYHzqt_1200	2	3	1	1	2	0	1	topical
83	1jTeRqlJsQXcUC5o7Kg41a_0	1	0	1	2	1	0	1	topical
66	2BYgQe0miptHFTbl9waQsA_60	1	0	0	0	1	1	0	topical
86	3XCgJTBkeEXazQl9RLYZoK_1620	2	2	2	3	2	0	2	topical
100	0yC1fSbM4yrFGYwuxj0QVS_1860	0	0	1	3	1	0	0	known-item
81	1zkZtvw30QhG4OhiBgAppl_1440	3	1	1	0	1	0	1	topical
91	7F90JqqYskSAhoWNZrVPRz_1320	1	0	3	3	1	0	3	topical
106	3LWEVRWNlwqPBDzYRPfAcf_1800	1	2	2	0	2	2	2	known-item
95	08sQKD9ulzUzu5XVcSSBYU_840	0	0	1	0	0	0	0	topical
71	1T3rFZGDy7T0lcsteCXspd_1680	3	3	2	3	3	3	3	topical
67	6hnEHm4Fe5QXlsP0Hrzub9_1680	0	0	0	0	0	0	0	topical
72	3v6uBZNnZLbQv9WebdKmDH_3540	2	1	2	0	2	0	2	topical
97	3eP8jXAzhXccffcl8NQxtc_240	0	1	1	0	2	0	1	topical
84	7tSxHXasBMqC0HckdleC1p_300	2	2	3	3	2	0	2	topical
73	1zwl2hVJ2773APyDOr7mJ6_720	0	0	0	0	0	0	0	topical
82	5nt0WRAGegSpdvGieuFZeX_0	0	0	0	0	0	0	0	topical
85	1EEEl2UV2TvUqMbe4G7KR6_780	1	1	1	3	2	0	1	topical
75	58ryQBRSi0JdJmWQ1u0woI_840	2	0	2	2	2	0	2	topical
78	3FsAV50oJ4HO0STns6Jnsi_840	1	1	1	1	1	0	1	topical
92	6mwvMow0n2oahk6FLVvyT8_780	0	1	0	0	1	0	0	topical
103	1Xtw0Jk627ALw6u383oo60_180	1	1	2	0	2	0	1	known-item
59	1jDL9u3JXLSVYkBf05HYc9_1560	0	0	0	0	0	0	0	topical
90	1GjWrkQvgbhOO7Osj5XlhX_2520	0	1	1	0	1	0	1	topical
65	4qxgEjpyqXTI3x2RRhUmoD_4320	0	3	3	3	2	0	3	topical
96	3c7M6FuAOxNqIVodaEqh1h_0	1	1	2	0	1	0	1	topical
105	6Us7IMzLOba4ac1SzrkaPy_540	1	0	2	3	3	0	3	known-item
99	16UIvV66L01xhziArLkxSO_0	0	0	0	0	0	0	0	known-item
86	2IXRvDM5VAIbNspgmeuiWS_1260	0	0	1	0	1	0	0	topical
78	40ooCcs9yxzAuGWamEptNC_120	1	2	2	3	2	0	2	topical
85	2F2j1quJVL2m8ifkXIJEl6_1140	3	3	2	2	2	1	2	topical
104	611IcUvNfWCaWzkBDXIFws_1500	0	0	0	0	0	0	0	known-item
70	1NvNfo36ju8kgh6GKnFEVD_240	1	1	1	2	1	0	1	topical
96	11lH0Q9NWPpEu5ihpLeq1i_1980	0	0	0	0	0	1	0	topical
68	4zv4i61OSF6oAw1SvzU0bE_840	1	1	2	1	2	0	1	topical
100	2X4DVOcDwrQJctAteITUxb_720	0	0	0	0	0	0	0	known-item
67	1PnNzR07eQK3rSuQ3faEK2_1020	0	0	0	0	0	0	0	topical
83	3CwwdlawE3YRVJZiuoeSo8_0	0	0	0	0	1	0	0	topical
77	0LCe284iRgDDIS5e8S69Vx_180	0	0	0	0	0	0	0	topical
69	3TGY0vMIEghel6QP4pP0Tv_360	2	2	2	3	2	0	2	topical
74	3ftDTZhJjKJzdNbSmpEBVH_720	0	0	1	0	1	0	0	topical
64	3bl93c9ClgmsWpXVOxoG00_60	0	0	0	0	0	0	0	topical
76	1YbvRCWS22wifHtoXToPvZ_1140	0	0	0	0	0	0	0	topical
69	7zvyaMTmC2KzOmJT92Glnc_3060	0	1	1	0	1	0	1	topical
85	3c4fpOBg7wwOsa0RsWvkyS_600	3	3	3	2	2	1	3	topical
63	1n4GLIYgSTI0t92VsRe6fl_1020	2	2	2	3	2	0	2	topical
78	3srXefTTuh7OPVHkrPAZCx_780	0	2	2	0	2	0	2	topical
82	4ZjtvfksLdjFoflTUCsFQn_180	3	2	3	2	3	0	3	topical
88	1Zt2WRucBdcxkKoI29jieQ_960	3	3	3	2	2	0	3	topical
73	3o2zIUIe84oj4mNXjI6IOj_1980	2	2	2	3	2	0	2	topical
82	1vYzhV56O8ozaghBUDgOjp_1680	3	3	3	3	3	1	3	topical
85	1Br3sOn0SY7oFtgQ6vL2Yy_60	1	0	0	3	2	1	0	topical
67	1TExNWvdNUinYWajbsvXn2_2040	0	0	0	0	0	0	0	topical
108	4IJFBXjKkPDDbjmUySpHvU_360	1	0	0	0	1	0	0	known-item
89	0zZdutrOuVXjFeCuLj8kMZ_180	0	0	0	0	0	0	0	topical
82	0N0sM6Qx6VzY9P3hG9B8wi_2040	2	2	2	0	1	0	2	topical
101	2LeMfAvZW9PIE5rGFZLZrq_2640	0	0	0	0	0	0	0	known-item
77	2JV57BxQFgHOSZ0zzmj3Kk_1920	0	0	0	0	0	0	0	topical
67	31t493hG2bVfIO3SZ6S7hr_60	3	3	3	3	2	0	3	topical
83	6ZE5wJqpNQB1mg0VUEbla5_0	0	0	1	2	2	0	0	topical
64	1N55Jy5UOUBUbGT84L4NHU_3480	0	1	2	0	1	0	0	topical
71	452dcd47Ubrkyzw7E20oSY_120	3	3	2	2	2	2	2	topical
98	5p0qLIzSYRVb3PPmQZeU7x_720	0	1	0	0	1	1	0	topical
64	4x73mj3ge5GMZX0EzHkgsa_2820	0	0	0	0	0	0	0	topical
60	7F86w0cK5u1LnINPrUo9zN_660	2	2	1	2	1	0	2	topical
91	2tLmPga0FOqXUdONVbeTKF_660	0	0	0	0	0	0	0	topical
97	6MQGITnMXukQwLJnCEs9Cf_1800	3	3	3	0	2	0	3	topical
63	0nlTfNVFl0p8pASmXEtuL9_240	0	0	0	0	0	0	0	topical
100	3348kvEqCd3KGZmaE8mFUh_0	0	0	0	0	0	0	0	known-item
87	7BS2hCv86nQwvz0mxx4JEi_780	3	2	2	2	2	1	2	topical
108	3Q5WRwym3dWmwbfyDpGAZv_2400	1	1	1	0	2	0	1	known-item
108	1mEQj8nIIAYVAyNlJiUolY_1740	1	0	2	0	2	0	0	known-item
82	0XoZK1TSFlxf68jomnUTTo_480	1	0	2	0	2	0	0	topical
106	2ryobXRNMbAdpnaI5d3rR1_720	2	2	2	2	2	1	2	known-item
93	6j9gcSObFY2CbftnwvLAGo_2460	1	0	2	0	1	0	0	topical
90	0uTyVZBIwKPaK01CytisB7_1080	2	2	3	3	2	0	2	topical
94	7HaqbDAEihErpyzU13qQ3V_300	0	1	1	2	2	0	1	topical
75	6JEZ9BdHtSdXTJEbGAEVyQ_2640	0	0	2	0	1	0	0	topical
61	643IGWaaWqBO6ooIW37f46_300	0	0	0	0	0	0	0	topical
105	6xTunjmULQROp6tcjGwYmx_360	0	0	1	0	0	0	0	known-item
81	4gvBd686gAeny8xlDXkxQ8_2400	2	2	2	0	1	0	2	topical
81	5jyd8ffSUADY4hjZ1PTsUI_0	1	1	1	0	2	0	1	topical
74	2CTcixDmUgNtGqXFkAgmKY_720	0	0	0	0	0	0	0	topical
60	5ugJnQ6HNNbOahDNvCpuFD_2220	1	2	2	2	1	0	2	topical
100	1TWfpjF1VZXTmDPHp0bv0E_0	0	0	0	0	0	0	0	known-item
72	1HsKLKfr7F4BSr9iCQwK6k_1800	2	3	2	3	2	0	2	topical
77	7aR2AQAdQm2gmh0PpmEVPi_360	2	2	2	2	1	2	2	topical
76	1C2aaKiWITWWbKUufi9Jms_120	0	0	0	0	0	0	0	topical
80	75HBynuT1Mfga5GNADIgag_0	3	2	2	3	2	0	2	topical
100	5DoZnVEsmvraXhpbOa5flu_960	0	0	2	0	3	0	0	known-item
82	3dQomZs11bbODObqFZwylJ_300	0	0	0	0	0	0	0	topical
63	0TtQ2STHWqHv5wZuJtWX0s_2400	0	0	0	0	0	0	0	topical
72	71XahwL5b39nnpzGlRsNe9_1080	1	2	1	1	1	0	1	topical
107	2841i3iOMjPp06qRfOsoVu_0	1	0	0	0	0	0	0	known-item
101	2LeMfAvZW9PIE5rGFZLZrq_1320	0	0	0	0	0	0	0	known-item
86	7zJfZNG37UBMhYWqBjxQla_960	0	0	0	0	0	0	0	topical
68	6zm9Dx5AMMJHhQZzWbfJCI_2820	1	2	2	2	2	0	2	topical
66	3HNtS7wXIZ6lQyrCOzKXY2_180	0	0	1	0	1	0	0	topical
87	3Bmgx4fj98Ne0alvmjjA8J_180	2	2	2	0	2	3	2	topical
65	5OHF56vK2XqBB1U7YikH9L_60	1	0	1	2	1	0	1	topical
99	4LWbr0f9SXJtTZ5pkRTDPX_0	0	0	0	0	0	0	0	known-item
94	03s6DbrqWFKSDW5XI801bQ_2100	3	3	2	3	2	0	3	topical
64	50Py4VQJiSju3KkX3pCCs2_60	1	3	1	3	2	1	1	topical
72	0EJg7dGKYdhFVJoOfZQU0O_1860	2	2	2	2	2	0	2	topical
81	0sS940CHTrwyvj0DqAkvTQ_2580	3	3	3	3	3	0	3	topical
86	4IVZIbwBWrssLtdwwAtf9r_600	0	2	0	1	1	0	0	topical
59	0sk8q1v3kTbPnb6n3PnHlU_2640	0	0	0	0	0	0	0	topical
94	32O3iooVhHhXWTfSXiokmK_600	1	2	2	0	2	0	2	topical
66	3EGYE0Gn71mBndqcXqstxr_3840	1	2	2	0	1	0	2	topical
77	4Kh9GJMYxdVdtLtiCk95Et_1200	0	0	1	0	0	0	0	topical
63	3kyEWWgMWFmBqDyTCy7XVj_4740	0	0	0	0	0	0	0	topical
69	18qOmLiJXB7aZzADkSZpQX_120	1	2	2	2	2	0	2	topical
79	6zOlnydl0aUnKkJjDU78DF_1140	0	0	2	3	0	0	0	topical
91	2wBhUUB3G03tM8GENe3uNg_120	3	2	2	2	1	2	2	topical
75	3Qf2a1bvLeKMOsHeUvggj1_840	2	1	2	2	2	0	2	topical
61	6WkT9sVi3CrcSWRAwlj8re_480	0	0	0	0	0	0	0	topical
95	12FaP6WCXImnHZ0hZfuD4k_3240	0	0	1	0	0	0	0	topical
72	71kJQ9TwWrpk3FGW4FZD9a_0	2	1	2	1	1	0	1	topical
72	7r5QODxA0iOxAAkRi6L1z2_120	0	1	2	0	1	0	0	topical
62	7aFno3C0DrDvaYCMhPXdlc_4020	2	2	3	3	2	3	2	topical
93	6MQoBtDvATPvydFqCSAjvM_300	0	0	1	0	0	0	0	topical
73	6l8W13a0DX1cBxxtsQZlEV_480	1	0	2	0	1	0	0	topical
74	00ShPwrkI8BzJcRrxL3cDI_900	2	3	2	3	2	1	2	topical
63	01jZPg3kRufK8s2FeYLh6F_60	0	0	0	0	0	0	0	topical
105	1VNGYPvPqkB2mHR0xe46SZ_240	1	2	1	3	2	0	1	known-item
104	301P8NtHHYI4OEjhvQ0qyR_300	0	0	2	0	1	0	0	known-item
100	6g9EGz0QBiXAhJG8uifmpg_2520	0	0	0	0	0	0	0	known-item
90	5G67iMIvyx9MUqpB0O5xZc_1980	0	0	0	0	0	0	0	topical
60	2FkaMxYjOuOXTVxpaZmT0L_1020	3	3	3	3	2	1	3	topical
89	6AyplK3pDcAebgg8l1XY0i_780	2	1	2	2	2	3	2	topical
85	0GpVENN8ZNfP8kdXwkGQxH_1740	1	1	1	0	1	0	1	topical
82	5pXEhAUx8ZlGEXZ4hoHkmz_0	0	0	0	0	0	0	0	topical
96	6XVL2IGlkafSx2v1TqGvql_2220	0	0	1	0	1	0	0	topical
76	72oKjkAyHMsF4r5mQzGqE3_1140	0	0	0	0	1	0	0	topical
101	0KJgkEiQNG5yEJFRzr0cIi_1800	0	0	0	0	0	0	0	known-item
66	4S7Pmq9iwkaCeWcSNgGdes_120	2	0	2	0	2	0	2	topical
96	39ZXJldsqhIFS50eCAF5y1_300	0	0	0	0	0	0	0	topical
73	138gbx6PEJ3wyrdN0261GN_660	2	2	2	2	2	1	2	topical
83	7J9HTzj8LCE3xwfHCCy5KV_2520	0	0	0	0	1	0	0	topical
79	64Rns5VOMDR7PzdShmQHhx_840	1	1	2	3	1	0	1	topical
93	5ZrOkTuhp4Wy5YEYCAiJ2c_1320	3	1	2	0	1	0	1	topical
68	2VNp0r3Jp8UMFN14gUz8um_1080	3	2	2	3	2	0	2	topical
99	1e18JNa5qt87BqBeWdVPSl_1380	0	0	0	0	0	0	0	known-item
91	3pM0vaWJE6lpNB5yIS5cOs_1140	3	2	3	3	2	2	3	topical
76	1f9Ltj41epjll3rgz7WcuO_240	0	1	0	2	1	1	0	topical
91	3XXJz3ukyDtXrXrA3Pw4wx_420	0	0	0	0	0	0	0	topical
75	1M7nSL6dpbofp7nTNkT3hL_2400	1	0	2	3	2	0	2	topical
107	2841i3iOMjPp06qRfOsoVu_1260	1	1	1	2	0	0	1	known-item
66	7aIQ03BxxuinfBN2Pwp4qr_0	2	3	2	2	3	0	2	topical
71	5kiVv6xF5GwGqbeOUSqTSr_2040	2	3	2	3	2	0	2	topical
91	1llORdUXso6oFQX9CupYV8_2280	0	0	1	1	1	0	1	topical
72	6mnpEPR7QuW5bmDNepD822_2280	0	0	0	0	1	0	0	topical
84	3kudCMotHvKuUpoU1m4VeN_480	2	1	2	3	1	0	2	topical
60	23CiNRp9pligLbBLwXI2uB_1380	1	2	1	3	2	0	1	topical
61	0aQWdL2M5DwKoCRKp4wrWM_0	0	0	0	0	0	0	0	topical
107	5uEnQbgBN93zqA81KFPlQ2_3540	0	0	0	1	0	0	0	known-item
89	2ATHxWoBhYhx3vEDgTJLuE_960	0	0	1	0	1	0	0	topical
61	7idFTkBO2clqaHcfkjJcEG_3540	1	1	2	1	2	0	1	topical
74	2oHfgRBZKEBRH6OKkltLvn_840	3	3	3	3	2	2	3	topical
97	58aErpwFtMwNCtWfAHZUuM_360	3	3	3	3	3	2	3	topical
68	17FCvlRqiVRQKSdwjO5GSh_1200	0	0	1	1	1	0	1	topical
79	24APiXt1pfexf1lPDEzz8e_3600	1	1	1	0	1	0	1	topical
75	74wy9Seob7IS5HElfDkepI_360	0	0	1	2	0	0	0	topical
69	1QcPWbdTvGVHNwfsbOE4kJ_180	0	0	1	0	1	0	0	topical
90	0NavTnQdC1jsuxV3UTtzPm_3060	1	0	2	3	2	0	2	topical
102	4TXU8R2SYLTSNbJN9DM4HD_2760	0	0	0	0	0	0	0	known-item
108	7wNlNNf39HdB9KoGlBhRH1_1200	0	0	1	0	0	0	0	known-item
59	0KdRL8jIbvvPfZejQ83pjw_1500	1	1	0	2	1	0	1	topical
99	03R2P2RnGOOZ57hGoXAT6z_180	0	0	0	0	0	0	0	known-item
99	2bffYoPWyD0FFTgDxOEWYT_600	0	0	0	0	0	0	0	known-item
69	5zYpPS6dj7tIiG6nM35iFu_2820	1	1	1	2	0	0	1	topical
78	2AatAKfk3nyD7tEQm6liHg_180	2	2	2	3	2	0	2	topical
78	07BYnT6GJ2Vx8ZqvK02SoI_2580	3	2	2	2	2	0	2	topical
62	5wIcEAExezc5pRBHq8feED_120	3	3	3	3	3	0	3	topical
88	6RHMy12zocu15E2VyDjVxt_1740	0	0	0	0	0	0	0	topical
73	5p0r5bWx7VsLVLWtAD0Okt_2460	0	1	1	2	1	0	1	topical
68	67arRSv25thYmp5VKsPLQU_240	0	0	0	0	0	0	0	topical
97	4Pt3QsM2rt3TIXD69c6Hu1_2220	3	3	3	0	3	0	3	topical
77	2Iuo7iYHjIMjWEmNxDeVic_780	0	0	0	0	0	0	0	topical
74	4FVreudKIlXrNUvsOSB3zz_960	1	1	1	1	1	0	1	topical
100	3vjXAzw3bQ9CpW4ovBlrlm_1980	0	0	0	0	1	0	0	known-item
78	1Gm7WkKfx7hJPMtr7xhKRb_0	0	1	1	0	1	0	1	topical
73	1a4DCoC5uwLjtCmipBZod3_540	1	0	0	0	1	1	0	topical
88	3X4lDtGQXcJehUgiyxBQhg_240	3	3	3	3	3	2	3	topical
63	2zvI5vT6MggyhBUEwtdOiv_900	0	0	0	0	0	0	0	topical
97	0q5nYOjFgnhahYgmXLT6MW_1800	0	0	1	0	0	0	0	topical
83	6NN4C5Ryh9c1fL1Mlu3qhM_0	0	0	1	0	1	0	0	topical
64	4MnPeAVwjO3oPoYCeEVJve_1320	0	0	0	0	0	0	0	topical
84	45zucNGZXLuh9VilYOyw8g_4740	0	0	0	0	1	0	0	topical
66	2y6IQtsqTGYCLugPmEwoVG_600	0	0	1	0	1	0	0	topical
76	7I6UnBGoSi8gsSu2dX87aY_1020	0	0	0	0	0	0	0	topical
65	7rlxAAncbbWnWwciWl2HXC_2580	0	1	1	3	2	0	1	topical
104	0wP4TkMuff4dQ7jZXOXb3n_720	0	0	1	0	0	0	0	known-item
108	2Xz2KlBFQxMKEBd1KZuOaa_540	1	1	2	0	2	1	1	known-item
84	7hvaDjedvyCohztoddHGoU_1440	2	1	2	3	2	0	2	topical
68	4LVT9OBj74PJa7Yy8gtjkt_120	0	0	1	0	1	0	0	topical
